job_code,job_title,job_title_en,category_code,sector_code,sector_name,adjustment_type,onet_source,reliability,total,human_centric_pct,ai_assisted_pct,agentic_potential_pct,high_automation_pct,mixed_pct,dominant_category,adjustment_applied
63114-100,Touristikmanager/in,Tourism Manager,63114,6,Sales & Tourism,none,,HIGH,13.0,23.1,53.8,23.1,0.0,0.0,AI-Assisted,none
63402-100,Veranstaltungskaufmann/-frau,Event Management Assistant,63402,6,Sales & Tourism,none,,HIGH,7.0,42.9,0.0,42.9,14.3,0.0,Human-Centric,none
62193-101,Verkaufsaufsicht,Sales Supervisor,62193,6,Sales & Tourism,none,,HIGH,13.0,76.9,15.4,7.7,0.0,0.0,Human-Centric,none
62102-104,Verkaufsberater/in,Sales Consultant,62102,6,Sales & Tourism,none,,HIGH,11.0,63.6,18.2,9.1,9.1,0.0,Human-Centric,none
62122-100,Verkaufsfahrer/in,Sales Driver,62122,6,Sales & Tourism,none,,HIGH,7.0,57.1,14.3,14.3,14.3,0.0,Human-Centric,none
62262-100,Verkaufsgärtner/in,Sales Gardener,62262,6,Sales & Tourism,onet_technical_added,Market Research Analysts and Marketing Specialists,ADJUSTED_ONET,2.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
62194-128,Verkaufsleiter/in im Lebensmittelhandwerk,Sales Manager in Food Retail,62194,6,Sales & Tourism,none,,HIGH,13.0,53.8,46.2,0.0,0.0,0.0,Human-Centric,none
62194-103,Verkaufsleiter/in im Nahrungsmittelhandwerk,Sales Manager in Food Industry,62194,6,Sales & Tourism,none,,HIGH,13.0,53.8,46.2,0.0,0.0,0.0,Human-Centric,none
61122-101,Verkaufssachbearbeiter/in,Sales Administrator,61122,6,Sales & Tourism,none,,HIGH,7.0,0.0,14.3,14.3,71.4,0.0,High Automation,none
63194-100,Verkehrsamtsleiter/in,Traffic Department Manager,63194,6,Sales & Tourism,none,,HIGH,12.0,66.7,25.0,0.0,0.0,8.3,Human-Centric,none
62102-101,Verkäufer/in,Salesperson,62102,6,Sales & Tourism,none,,HIGH,11.0,63.6,18.2,9.1,9.1,0.0,Human-Centric,none
62302-103,Verkäufer/in - Nahrungsmittelhandwerk,Salesperson - Food Industry,62302,6,Sales & Tourism,none,,HIGH,8.0,87.5,0.0,0.0,12.5,0.0,Human-Centric,none
61123-188,Verlagswerber/in,Publishing Sales Representative,61123,6,Sales & Tourism,none,,HIGH,8.0,37.5,37.5,12.5,12.5,0.0,Human-Centric,none
61162-100,Vermietassistent/in (Kfz),Rental Assistant (Automotive),61162,6,Sales & Tourism,none,,HIGH,6.0,50.0,16.7,16.7,16.7,0.0,Human-Centric,none
61194-153,Vertriebs-Geschäftsführer/in,Sales Managing Director,61194,6,Sales & Tourism,none,,HIGH,12.0,25.0,58.3,8.3,8.3,0.0,AI-Assisted,none
61122-100,Vertriebsassistent/in,Sales Assistant,61122,6,Sales & Tourism,none,,HIGH,7.0,0.0,14.3,14.3,71.4,0.0,High Automation,none
61124-100,Vertriebsberater/in,Sales Consultant,61124,6,Sales & Tourism,none,,HIGH,15.0,66.7,26.7,6.7,0.0,0.0,Human-Centric,none
61124-102,Vertriebsingenieur/in,Sales Engineer,61124,6,Sales & Tourism,none,,HIGH,15.0,66.7,26.7,6.7,0.0,0.0,Human-Centric,none
61123-101,Vertriebstechniker/in,Sales Technician,61123,6,Sales & Tourism,none,,HIGH,8.0,37.5,37.5,12.5,12.5,0.0,Human-Centric,none
62102-120,Warengruppenleiter/in,Category Manager,62102,6,Sales & Tourism,none,,HIGH,11.0,63.6,18.2,9.1,9.1,0.0,Human-Centric,none
62112-100,Wett- und Lotterieannehmer/in,Betting and Lottery Agent,62112,6,Sales & Tourism,none,,HIGH,12.0,75.0,8.3,8.3,0.0,8.3,Human-Centric,none
63302-106,Zahlkellner/in,Head Waiter,63302,6,Sales & Tourism,onet_technical_added,DEFAULT,ADJUSTED_ONET,9.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
63382-103,Zugsteward/-stewardess,Train Steward/Stewardess,63382,6,Sales & Tourism,none,,HIGH,7.0,85.7,0.0,0.0,0.0,14.3,Human-Centric,none
71214-114,Abgeordnete/r,Member of Parliament/Representative,71214,7,Business & Administration,none,,HIGH,14.0,85.7,14.3,0.0,0.0,0.0,Human-Centric,none
73294-100,Abteilungspräsident/in,Department President/Head of Department,73294,7,Business & Administration,none,,HIGH,18.0,38.9,38.9,5.6,0.0,16.7,Human-Centric,none
71393-120,Agiler Coach / Scrum Master,Agile Coach/Scrum Master,71393,7,Business & Administration,none,,HIGH,12.0,58.3,33.3,8.3,0.0,0.0,Human-Centric,none
73253-101,Amtsanwalt/Amtsanwältin (FH),Public Prosecutor (FH),73253,7,Business & Administration,none,,HIGH,14.0,28.6,35.7,7.1,14.3,14.3,AI-Assisted,none
72124-102,Anlageberater/in,Investment Advisor,72124,7,Business & Administration,none,,HIGH,11.0,36.4,63.6,0.0,0.0,0.0,AI-Assisted,none
71524-112,Arbeitsmarktmanager/in,Labor Market Manager,71524,7,Business & Administration,none,,HIGH,14.0,64.3,21.4,14.3,0.0,0.0,Human-Centric,none
71524-114,Arbeitsvermittler/in,Employment Counselor/Job Placement Officer,71524,7,Business & Administration,none,,HIGH,14.0,64.3,21.4,14.3,0.0,0.0,Human-Centric,none
73314-103,Archivar/in,Archivist,73314,7,Business & Administration,none,,HIGH,11.0,54.5,36.4,0.0,0.0,9.1,Human-Centric,none
73222-102,Arztsekretär/in,Medical Secretary,73222,7,Business & Administration,none,,HIGH,7.0,28.6,42.9,0.0,28.6,0.0,AI-Assisted,none
73322-104,Assistent/in - Bibliotheken,Library Assistant,73322,7,Business & Administration,none,,HIGH,12.0,66.7,0.0,0.0,33.3,0.0,Human-Centric,none
72233-103,Assistent/in - Controlling,Controlling Assistant,72233,7,Business & Administration,none,,HIGH,8.0,0.0,75.0,12.5,0.0,12.5,AI-Assisted,none
73222-108,Assistent/in - Gesundheits- und Sozialwesen,Health and Social Services Assistant,73222,7,Business & Administration,none,,HIGH,7.0,28.6,42.9,0.0,28.6,0.0,AI-Assisted,none
71513-102,Assistent/in - Personalwesen,Human Resources Assistant,71513,7,Business & Administration,none,,HIGH,9.0,44.4,33.3,11.1,11.1,0.0,Human-Centric,none
72303-106,Assistent/in - Steuerberatung,Tax Consulting Assistant,72303,7,Business & Administration,none,,HIGH,8.0,0.0,75.0,12.5,0.0,12.5,AI-Assisted,none
73332-106,Assistent/in - Technische Kommunikation und Dokumentation,Technical Communication and Documentation Assistant,73332,7,Business & Administration,none,,HIGH,11.0,9.1,0.0,63.6,18.2,9.1,Agentic Potential,none
72243-101,Assistent/in - Wirtschaftsprüfung,Auditing Assistant,72243,7,Business & Administration,onet_social_added,Accountants and Auditors,ADJUSTED_ONET,8.0,22.6,58.0,19.4,0.0,0.0,AI-Assisted,onet_soft_skill
73342-105,Assistent/in - klinische Studien,Clinical Studies Assistant,73342,7,Business & Administration,onet_social_added,Registered Nurses,ADJUSTED_ONET,11.0,26.1,73.9,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
73223-117,Assistent/in - zahnärztliches Praxismanagement,Dental Practice Management Assistant,73223,7,Business & Administration,none,,HIGH,10.0,20.0,30.0,50.0,0.0,0.0,Agentic Potential,none
72213-111,Assistent/in/Fachkraft - Rechnungswesen,Accounting Assistant/Specialist,72213,7,Business & Administration,none,,HIGH,14.0,21.4,71.4,0.0,0.0,7.1,AI-Assisted,none
73214-106,Aufsichtsperson (Unfallversicherung),Supervisor (Accident Insurance),73214,7,Business & Administration,none,,HIGH,12.0,25.0,75.0,0.0,0.0,0.0,AI-Assisted,none
71524-104,Ausbildungsberater/in,Training Advisor,71524,7,Business & Administration,none,,HIGH,14.0,64.3,21.4,14.3,0.0,0.0,Human-Centric,none
72194-118,Außendienstleiter/in (Versicherung),Field Service Manager (Insurance),72194,7,Business & Administration,none,,HIGH,13.0,46.2,46.2,0.0,0.0,7.7,Human-Centric,none
72112-101,Bankkaufmann/-frau,Bank Clerk,72112,7,Business & Administration,none,,HIGH,13.0,46.2,46.2,0.0,7.7,0.0,Human-Centric,none
72194-102,Bankzweigstellenleiter/in,Bank Branch Manager,72194,7,Business & Administration,none,,HIGH,13.0,46.2,46.2,0.0,0.0,7.7,Human-Centric,none
72112-105,Bausparkassenfachmann/-frau,Building Society Specialist,72112,7,Business & Administration,none,,HIGH,13.0,46.2,46.2,0.0,7.7,0.0,Human-Centric,none
73283-103,Beamt(er/in) - Allg. Innere Verwaltung (geh. Dienst),Civil Servant - General Internal Administration (Senior Service),73283,7,Business & Administration,none,,HIGH,11.0,54.5,45.5,0.0,0.0,0.0,Human-Centric,none
73284-103,Beamt(er/in) - Allg. Innere Verwaltung (höh. Dienst),Civil Servant - General Internal Administration (Higher Service),73284,7,Business & Administration,none,,HIGH,9.0,33.3,66.7,0.0,0.0,0.0,AI-Assisted,none
73282-109,Beamt(er/in) - Allg. Innere Verwaltung (mittl. Dienst),Civil Servant - General Internal Administration (Intermediate Service),73282,7,Business & Administration,none,,HIGH,7.0,0.0,28.6,28.6,42.9,0.0,High Automation,none
73313-100,Beamt(er/in) - Archivdienst (geh. Dienst),Civil Servant - Archive Service (Senior Service),73313,7,Business & Administration,none,,HIGH,11.0,63.6,27.3,9.1,0.0,0.0,Human-Centric,none
73314-100,Beamt(er/in) - Archivdienst (höh. Dienst),Civil Servant - Archive Service (Higher Service),73314,7,Business & Administration,none,,HIGH,11.0,54.5,36.4,0.0,0.0,9.1,Human-Centric,none
73312-101,Beamt(er/in) - Archivdienst (mittl. Dienst),Civil Servant - Archive Service (Intermediate Service),73312,7,Business & Administration,none,,HIGH,11.0,45.5,18.2,18.2,18.2,0.0,Human-Centric,none
73283-100,Beamt(er/in) - Auswärtiger Dienst (geh. Dienst),Civil Servant - Foreign Service (Senior Service),73283,7,Business & Administration,none,,HIGH,11.0,54.5,45.5,0.0,0.0,0.0,Human-Centric,none
73284-100,Beamt(er/in) - Auswärtiger Dienst (höh.Dienst),Civil Servant - Foreign Service (Higher Service),73284,7,Business & Administration,none,,HIGH,9.0,33.3,66.7,0.0,0.0,0.0,AI-Assisted,none
73282-101,Beamt(er/in) - Auswärtiger Dienst (mittl. Dienst),Civil Servant - Foreign Service (Intermediate Service),73282,7,Business & Administration,none,,HIGH,7.0,0.0,28.6,28.6,42.9,0.0,High Automation,none
73282-117,Beamt(er/in) - Bergverwaltung (mittl. Dienst),Civil Servant - Mining Administration (Intermediate Service),73282,7,Business & Administration,none,,HIGH,7.0,0.0,28.6,28.6,42.9,0.0,High Automation,none
73322-102,"Beamt(er/in) - Bibliotheks-, Dokumentationsdienst (mittl.D.)",Civil Servant - Library/Documentation Service (Intermediate Service),73322,7,Business & Administration,none,,HIGH,12.0,66.7,0.0,0.0,33.3,0.0,Human-Centric,none
73203-103,Beamt(er/in) - Bund (geh. Dienst),Civil Servant - Federal (Senior Service),73203,7,Business & Administration,none,,HIGH,8.0,37.5,50.0,12.5,0.0,0.0,AI-Assisted,none
73203-100,Beamt(er/in) - Bund (geh. techn. Dienst),Civil Servant - Federal (Senior Technical Service),73203,7,Business & Administration,none,,HIGH,8.0,37.5,50.0,12.5,0.0,0.0,AI-Assisted,none
73204-103,Beamt(er/in) - Bund (höh. Dienst),Civil Servant - Federal (Higher Service),73204,7,Business & Administration,onet_social_added,Management Analysts,ADJUSTED_ONET,4.0,25.9,74.1,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
73204-109,Beamt(er/in) - Bund (höh. techn. Dienst),Federal Civil Servant (Higher Technical Service),73204,7,Business & Administration,onet_social_added,Management Analysts,ADJUSTED_ONET,4.0,25.9,74.1,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
73202-107,Beamt(er/in) - Bund (mittl. Dienst),Federal Civil Servant (Middle Service),73202,7,Business & Administration,none,,HIGH,6.0,33.3,66.7,0.0,0.0,0.0,AI-Assisted,none
73213-101,Beamt(er/in) - Bundesagentur für Arbeit (geh. Dienst),Federal Employment Agency Civil Servant (Senior Service),73213,7,Business & Administration,none,,HIGH,10.0,40.0,60.0,0.0,0.0,0.0,AI-Assisted,none
73214-102,Beamt(er/in) - Bundesagentur für Arbeit (höh. Dienst),Federal Employment Agency Civil Servant (Higher Service),73214,7,Business & Administration,none,,HIGH,12.0,25.0,75.0,0.0,0.0,0.0,AI-Assisted,none
72183-101,Beamt(er/in) - Bundesbank (geh. Dienst),Federal Bank Civil Servant (Senior Service),72183,7,Business & Administration,none,,HIGH,10.0,20.0,60.0,0.0,10.0,10.0,AI-Assisted,none
72184-100,Beamt(er/in) - Bundesbank (höh. Dienst),Federal Bank Civil Servant (Higher Service),72184,7,Business & Administration,none,,HIGH,11.0,18.2,81.8,0.0,0.0,0.0,AI-Assisted,none
72182-101,Beamt(er/in) - Bundesbank (mittl. Dienst),Federal Bank Civil Servant (Middle Service),72182,7,Business & Administration,none,,HIGH,10.0,70.0,10.0,0.0,20.0,0.0,Human-Centric,none
73163-102,Beamt(er/in) - Bundesnachrichtendienst (geh. Dienst),Federal Intelligence Service Civil Servant (Senior Service),73163,7,Business & Administration,none,,HIGH,5.0,20.0,80.0,0.0,0.0,0.0,AI-Assisted,none
73164-100,Beamt(er/in) - Bundesnachrichtendienst (höh. Dienst),Federal Intelligence Service Civil Servant (Higher Service),73164,7,Business & Administration,onet_social_added,Intelligence Analysts,ADJUSTED_ONET,8.0,23.0,77.0,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
73162-100,Beamt(er/in) - Bundesnachrichtendienst (mittl. Dienst),Federal Intelligence Service Civil Servant (Middle Service),73162,7,Business & Administration,none,,HIGH,10.0,10.0,80.0,10.0,0.0,0.0,AI-Assisted,none
73283-114,Beamt(er/in) - Digitale Verwaltung (geh. Dienst),Digital Administration Civil Servant (Senior Service),73283,7,Business & Administration,none,,HIGH,11.0,54.5,45.5,0.0,0.0,0.0,Human-Centric,none
73213-102,Beamt(er/in) - Eisenbahn-Unfallkasse (geh. techn. Dienst),Railway Accident Insurance Civil Servant (Senior Technical Service),73213,7,Business & Administration,none,,HIGH,10.0,40.0,60.0,0.0,0.0,0.0,AI-Assisted,none
73214-103,Beamt(er/in) - Eisenbahn-Unfallkasse (höh. techn. Dienst),Railway Accident Insurance Civil Servant (Higher Technical Service),73214,7,Business & Administration,none,,HIGH,12.0,25.0,75.0,0.0,0.0,0.0,AI-Assisted,none
73284-101,Beamt(er/in) - Internationale Organisationen (höh.Dienst),International Organizations Civil Servant (Higher Service),73284,7,Business & Administration,none,,HIGH,9.0,33.3,66.7,0.0,0.0,0.0,AI-Assisted,none
73252-100,Beamt(er/in) - Justizdienst (mittl. Dienst),Justice Service Civil Servant (Middle Service),73252,7,Business & Administration,none,,HIGH,7.0,14.3,71.4,14.3,0.0,0.0,AI-Assisted,none
73254-100,Beamt(er/in) - Justizverwaltung (höh. Dienst),Justice Administration Civil Servant (Higher Service),73254,7,Business & Administration,onet_technical_added,Lawyers,ADJUSTED_ONET,1.0,100.0,0.0,0.0,0.0,0.0,Human-Centric,none
73203-105,Beamt(er/in) - Kommunalverwaltung (geh. Dienst),Municipal Administration Civil Servant (Senior Service),73203,7,Business & Administration,none,,HIGH,8.0,37.5,50.0,12.5,0.0,0.0,AI-Assisted,none
73203-101,Beamt(er/in) - Kommunalverwaltung (geh. techn. Dienst),Municipal Administration Civil Servant (Senior Technical Service),73203,7,Business & Administration,none,,HIGH,8.0,37.5,50.0,12.5,0.0,0.0,AI-Assisted,none
73204-105,Beamt(er/in) - Kommunalverwaltung (höh. Dienst),Municipal Administration Civil Servant (Higher Service),73204,7,Business & Administration,onet_social_added,Management Analysts,ADJUSTED_ONET,4.0,25.9,74.1,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
73202-108,Beamt(er/in) - Kommunalverwaltung (mittl. Dienst),Municipal Administration Civil Servant (Middle Service),73202,7,Business & Administration,none,,HIGH,6.0,33.3,66.7,0.0,0.0,0.0,AI-Assisted,none
73202-100,Beamt(er/in) - Kommunalverwaltung (mittl. techn. Dienst),Civil Servant - Municipal Administration (Intermediate Technical Service),73202,7,Business & Administration,none,,HIGH,6.0,33.3,66.7,0.0,0.0,0.0,AI-Assisted,none
73203-104,Beamt(er/in) - Länder (geh. Dienst),Civil Servant - States (Senior Service),73203,7,Business & Administration,none,,HIGH,8.0,37.5,50.0,12.5,0.0,0.0,AI-Assisted,none
73203-102,Beamt(er/in) - Länder (geh. techn. Dienst),Civil Servant - States (Senior Technical Service),73203,7,Business & Administration,none,,HIGH,8.0,37.5,50.0,12.5,0.0,0.0,AI-Assisted,none
73204-104,Beamt(er/in) - Länder (höh. Dienst),Civil Servant - States (Higher Service),73204,7,Business & Administration,onet_social_added,Management Analysts,ADJUSTED_ONET,4.0,25.9,74.1,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
73202-105,Beamt(er/in) - Länder (mittl. Dienst),Civil Servant - States (Intermediate Service),73202,7,Business & Administration,none,,HIGH,6.0,33.3,66.7,0.0,0.0,0.0,AI-Assisted,none
73202-101,Beamt(er/in) - Länder (mittl. techn. Dienst),Civil Servant - States (Intermediate Technical Service),73202,7,Business & Administration,none,,HIGH,6.0,33.3,66.7,0.0,0.0,0.0,AI-Assisted,none
73213-100,Beamt(er/in) - Sozialversicherung (geh. Dienst),Civil Servant - Social Insurance (Senior Service),73213,7,Business & Administration,none,,HIGH,10.0,40.0,60.0,0.0,0.0,0.0,AI-Assisted,none
73214-101,Beamt(er/in) - Sozialversicherung (höh. Dienst),Civil Servant - Social Insurance (Higher Service),73214,7,Business & Administration,none,,HIGH,12.0,25.0,75.0,0.0,0.0,0.0,AI-Assisted,none
73212-106,Beamt(er/in) - Sozialversicherung (mittl. Dienst),Civil Servant - Social Insurance (Intermediate Service),73212,7,Business & Administration,none,,HIGH,10.0,40.0,50.0,0.0,10.0,0.0,AI-Assisted,none
73213-108,Beamt(er/in) - Sozialverwaltung (geh. Dienst),Civil Servant - Social Administration (Senior Service),73213,7,Business & Administration,none,,HIGH,10.0,40.0,60.0,0.0,0.0,0.0,AI-Assisted,none
73212-107,Beamt(er/in) - Sozialverwaltung (mittl. Dienst),Civil Servant - Social Administration (Intermediate Service),73212,7,Business & Administration,none,,HIGH,10.0,40.0,50.0,0.0,10.0,0.0,AI-Assisted,none
73233-100,Beamt(er/in) - Steuerverwaltung (geh. Dienst),Civil Servant - Tax Administration (Senior Service),73233,7,Business & Administration,none,,HIGH,11.0,27.3,63.6,0.0,9.1,0.0,AI-Assisted,none
73234-100,Beamt(er/in) - Steuerverwaltung (höh. Dienst),Civil Servant - Tax Administration (Higher Service),73234,7,Business & Administration,none,,HIGH,6.0,16.7,66.7,0.0,16.7,0.0,AI-Assisted,none
73232-101,Beamt(er/in) - Steuerverwaltung (mittl. Dienst),Civil Servant - Tax Administration (Intermediate Service),73232,7,Business & Administration,none,,HIGH,6.0,33.3,66.7,0.0,0.0,0.0,AI-Assisted,none
73163-101,Beamt(er/in) - Verfassungsschutz (geh. Dienst),Civil Servant - Constitutional Protection (Senior Service),73163,7,Business & Administration,none,,HIGH,5.0,20.0,80.0,0.0,0.0,0.0,AI-Assisted,none
73164-101,Beamt(er/in) - Verfassungsschutz (höh. Dienst),Civil Servant - Constitutional Protection (Higher Service),73164,7,Business & Administration,onet_social_added,Lawyers,ADJUSTED_ONET,8.0,27.4,72.6,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
73162-101,Beamt(er/in) - Verfassungsschutz (mittl. Dienst),Civil Servant - Constitutional Protection (Intermediate Service),73162,7,Business & Administration,none,,HIGH,10.0,10.0,80.0,10.0,0.0,0.0,AI-Assisted,none
73213-117,Beamt(er/in) - Versorgungsverwaltung (geh. Dienst),Civil Servant - Benefits Administration (Senior Service),73213,7,Business & Administration,none,,HIGH,10.0,40.0,60.0,0.0,0.0,0.0,AI-Assisted,none
73283-102,Beamt(er/in) - Wehrverwaltung (geh. Dienst),Civil Servant - Defense Administration (Senior Service),73283,7,Business & Administration,none,,HIGH,11.0,54.5,45.5,0.0,0.0,0.0,Human-Centric,none
73282-102,Beamt(er/in) - Wehrverwaltung (mittl. Dienst),Civil Servant - Defense Administration (Intermediate Service),73282,7,Business & Administration,none,,HIGH,7.0,0.0,28.6,28.6,42.9,0.0,High Automation,none
73243-100,Beamt(er/in) - Zolldienst (geh. Dienst),Civil Servant - Customs Service (Senior Level),73243,7,Business & Administration,none,,HIGH,12.0,33.3,66.7,0.0,0.0,0.0,AI-Assisted,none
73244-100,Beamt(er/in) - Zolldienst (höh. Dienst),Civil Servant - Customs Service (Higher Level),73244,7,Business & Administration,none,,HIGH,8.0,12.5,75.0,12.5,0.0,0.0,AI-Assisted,none
73242-100,Beamt(er/in) - Zolldienst (mittl. Dienst),Civil Servant - Customs Service (Middle Level),73242,7,Business & Administration,none,,HIGH,9.0,77.8,22.2,0.0,0.0,0.0,Human-Centric,none
73324-102,Beamt(er/in) - wissenschaftliche Bibliotheken (h.Dienst),Civil Servant - Academic Libraries (Higher Level),73324,7,Business & Administration,none,,HIGH,16.0,37.5,31.2,25.0,6.2,0.0,Human-Centric,none
71524-144,"Berater/in - Bildung, Beruf und Beschäftigung","Advisor - Education, Career and Employment",71524,7,Business & Administration,none,,HIGH,14.0,64.3,21.4,14.3,0.0,0.0,Human-Centric,none
71394-104,Bereichsleiter/in,Area Manager,71394,7,Business & Administration,none,,HIGH,11.0,27.3,72.7,0.0,0.0,0.0,AI-Assisted,none
71524-115,Berufsberater/in,Career Counselor,71524,7,Business & Administration,none,,HIGH,14.0,64.3,21.4,14.3,0.0,0.0,Human-Centric,none
71302-100,Betriebsassistent/in - Handwerk,Business Assistant - Trades,71302,7,Business & Administration,none,,HIGH,9.0,11.1,11.1,44.4,22.2,11.1,Agentic Potential,none
71394-101,Betriebsleiter/in - kaufmännisch,Operations Manager - Commercial,71394,7,Business & Administration,none,,HIGH,11.0,27.3,72.7,0.0,0.0,0.0,AI-Assisted,none
71314-101,Betriebsplaner/in,Operations Planner,71314,7,Business & Administration,none,,HIGH,17.0,41.2,47.1,11.8,0.0,0.0,AI-Assisted,none
71303-130,Betriebswirt/in (BBiG),Business Economist (BBiG),71303,7,Business & Administration,none,,HIGH,10.0,20.0,40.0,30.0,10.0,0.0,AI-Assisted,none
72113-100,Betriebswirt/in (Fachschule) - Bank,Business Economist (Technical College) - Banking,72113,7,Business & Administration,none,,HIGH,15.0,20.0,66.7,6.7,0.0,6.7,AI-Assisted,none
72233-100,Betriebswirt/in (Fachschule) - Controlling,Business Economist (Technical College) - Controlling,72233,7,Business & Administration,none,,HIGH,8.0,0.0,75.0,12.5,0.0,12.5,AI-Assisted,none
72123-121,Betriebswirt/in (Fachschule) - Finanzen und Investment,Business Economist (Technical College) - Finance and Investment,72123,7,Business & Administration,none,,HIGH,11.0,18.2,81.8,0.0,0.0,0.0,AI-Assisted,none
71403-104,Betriebswirt/in (Fachschule) - Kommunik. und Büromanagem.,Business Economist (Technical College) - Communication and Office Management,71403,7,Business & Administration,none,,HIGH,7.0,28.6,14.3,57.1,0.0,0.0,Agentic Potential,none
73213-103,Betriebswirt/in (Fachschule) - Krankenkassen,Business Economist (Technical College) - Health Insurance,73213,7,Business & Administration,none,,HIGH,10.0,40.0,60.0,0.0,0.0,0.0,AI-Assisted,none
73223-121,Betriebswirt/in (Fachschule) - Managem. im Gesundheitswes.,Business Economist (Technical College) - Healthcare Management,73223,7,Business & Administration,none,,HIGH,10.0,20.0,30.0,50.0,0.0,0.0,Agentic Potential,none
71513-105,Betriebswirt/in (Fachschule) - Personalwirtschaft,Business Economist (Technical College) - Human Resources,71513,7,Business & Administration,none,,HIGH,9.0,44.4,33.3,11.1,11.1,0.0,Human-Centric,none
72213-100,Betriebswirt/in (Fachschule) - Rechnungswesen,Business Economist (Technical College) - Accounting,72213,7,Business & Administration,none,,HIGH,14.0,21.4,71.4,0.0,0.0,7.1,AI-Assisted,none
71383-121,Betriebswirt/in (Fachschule) - Recht,Business Economist (Technical College) - Law,71383,7,Business & Administration,onet_tie_broken,Economists,ADJUSTED_ONET,2.0,50.0,50.0,0.0,0.0,0.0,Human-Centric,none
73223-102,Betriebswirt/in (Fachschule) - Sozialwesen,Business Administrator (Technical College) - Social Services,73223,7,Business & Administration,none,,HIGH,10.0,20.0,30.0,50.0,0.0,0.0,Agentic Potential,none
72303-103,Betriebswirt/in (Fachschule) - Steuern,Business Administrator (Technical College) - Taxation,72303,7,Business & Administration,none,,HIGH,8.0,0.0,75.0,12.5,0.0,12.5,AI-Assisted,none
72133-119,Betriebswirt/in (Fachschule) - Versicherung,Business Administrator (Technical College) - Insurance,72133,7,Business & Administration,none,,HIGH,14.0,50.0,28.6,14.3,0.0,7.1,Human-Centric,none
73203-107,Betriebswirt/in (Fachschule) - Verwaltung,Business Administrator (Technical College) - Administration,73203,7,Business & Administration,none,,HIGH,8.0,37.5,50.0,12.5,0.0,0.0,AI-Assisted,none
71383-100,Betriebswirt/in (Fachschule) - Vieh und Fleisch,Business Administrator (Technical College) - Livestock and Meat,71383,7,Business & Administration,onet_tie_broken,Management Analysts,ADJUSTED_ONET,2.0,50.0,50.0,0.0,0.0,0.0,Human-Centric,none
71303-146,Betriebswirt/in (Fachschule) - international,Business Administrator (Technical College) - International,71303,7,Business & Administration,none,,HIGH,10.0,20.0,40.0,30.0,10.0,0.0,AI-Assisted,none
71303-108,Betriebswirt/in (Fachschule/Ausbildung) - allg. BWL,Business Administrator (Technical College/Training) - General Business Administration,71303,7,Business & Administration,none,,HIGH,10.0,20.0,40.0,30.0,10.0,0.0,AI-Assisted,none
71304-114,Betriebswirt/in (Hochschule),Business Administrator (University),71304,7,Business & Administration,none,,HIGH,16.0,12.5,75.0,6.2,0.0,6.2,AI-Assisted,none
72124-109,Betriebswirt/in (Hochschule) - Bank und Finanzdienstl.,Business Administrator (University) - Banking and Financial Services,72124,7,Business & Administration,none,,HIGH,11.0,36.4,63.6,0.0,0.0,0.0,AI-Assisted,none
73224-108,Betriebswirt/in (Hochschule) - Gesundheitswesen,Business Administrator (University) - Healthcare,73224,7,Business & Administration,none,,HIGH,9.0,44.4,55.6,0.0,0.0,0.0,AI-Assisted,none
71304-118,Betriebswirt/in (Hochschule) - Handwerksmanagement,Business Administrator (University) - Craft Management,71304,7,Business & Administration,none,,HIGH,16.0,12.5,75.0,6.2,0.0,6.2,AI-Assisted,none
71304-115,Betriebswirt/in (Hochschule) - Industrie,Business Administrator (University) - Industry,71304,7,Business & Administration,none,,HIGH,16.0,12.5,75.0,6.2,0.0,6.2,AI-Assisted,none
71304-116,Betriebswirt/in (Hochschule) - Internationale Wirtschaft,Business Administrator (University) - International Business,71304,7,Business & Administration,none,,HIGH,16.0,12.5,75.0,6.2,0.0,6.2,AI-Assisted,none
72224-101,Betriebswirt/in (Hochschule) - Kostenrechnung u. Kalkulation,Business Administrator (University) - Cost Accounting and Calculation,72224,7,Business & Administration,none,,HIGH,8.0,0.0,62.5,25.0,12.5,0.0,AI-Assisted,none
73214-104,Betriebswirt/in (Hochschule) - Krankenversicherung,Business Administrator (University) - Health Insurance,73214,7,Business & Administration,none,,HIGH,12.0,25.0,75.0,0.0,0.0,0.0,AI-Assisted,none
71514-105,Betriebswirt/in (Hochschule) - Personalmanagement,Business Administrator (University) - Human Resources Management,71514,7,Business & Administration,none,,HIGH,12.0,58.3,41.7,0.0,0.0,0.0,Human-Centric,none
72214-102,Betriebswirt/in (Hochschule) - Rechnungswesen u. Controlling,Business Administrator (University) - Accounting and Controlling,72214,7,Business & Administration,onet_social_added,Accountants and Auditors,ADJUSTED_ONET,8.0,22.6,77.4,0.0,0.0,0.0,AI-Assisted,onet_soft_skill
