task_id,occupation,berufenet_id,occupation_de,sector,task_text,paraphrase_de,label_5cat,PHYS,TPS,SIR,SPEC,VERIF,STD
BN_0554,Business Economist for Automotive Industry,59185.0,Betriebswirt/in (Hochschule) - Automobilwirtschaft,other,"Develop new and successful trading ideas, for example by observing competitors.","Neue und erfolgreiche Handelsideen entwickeln, zum Beispiel durch Konkurrenzbeobachtung.",ai_assisted,0,0,0,2,1,1
BN_0555,Business Economist for Automotive Industry,59185.0,Betriebswirt/in (Hochschule) - Automobilwirtschaft,other,Plan the company's position and prepare decisions.,Die Position des Unternehmens planen und Entscheidungen vorbereiten.,ai_assisted,0,0,0,2,1,1
BN_0556,Business Economist for Automotive Industry,59185.0,Betriebswirt/in (Hochschule) - Automobilwirtschaft,other,Discuss and adjust concepts.,Konzepte besprechen und anpassen.,human_led,0,0,1,1,1,1
BN_0557,Business Economist for Automotive Industry,59185.0,Betriebswirt/in (Hochschule) - Automobilwirtschaft,other,"Regularly review and adjust trading activities, for example optimize orders and deliveries.","Handelsaktivitäten regelmäßig überprüfen und anpassen, zum Beispiel Bestellungen und Lieferungen optimieren.",high_ai_potential,0,0,0,2,2,2
BN_0558,Business Economist for Automotive Industry,59185.0,Betriebswirt/in (Hochschule) - Automobilwirtschaft,other,Monitor payments and check bookings.,Zahlungen überwachen und Buchungen kontrollieren.,automatable,0,0,0,3,3,3
BN_0559,Business Economist for Automotive Industry,59185.0,Betriebswirt/in (Hochschule) - Automobilwirtschaft,other,"Conduct success checks, write reports, and provide suggestions for improvement.","Erfolgskontrollen machen, Berichte schreiben und Verbesserungsvorschläge geben.",high_ai_potential,0,0,0,2,2,2
BN_0560,Business Economist for Banking and Financial Services,59187.0,Betriebswirt/in (Hochschule) - Bank und Finanzdienstleistungen,finance,Recognize the current situation and analyze the offers from banks and financial services.,Die aktuelle Situation erkennen und die Angebote von Banken und Finanzdienstleistungen analysieren.,ai_assisted,0,0,0,1,2,1
BN_0561,Business Economist for Banking and Financial Services,59187.0,Betriebswirt/in (Hochschule) - Bank und Finanzdienstleistungen,finance,"Check customer satisfaction, for example through surveys and complaints.","Die Zufriedenheit der Kunden überprüfen, zum Beispiel durch Umfragen und Reklamationen.",high_ai_potential,0,0,0,2,2,2
BN_0562,Business Economist for Banking and Financial Services,59187.0,Betriebswirt/in (Hochschule) - Bank und Finanzdienstleistungen,finance,Find new and practical investment and financing ideas by observing the competition.,Neue und praktische Anlage- und Finanzierungsideen durch die Beobachtung der Konkurrenz finden.,ai_assisted,0,0,0,1,1,1
BN_0563,Business Economist for Banking and Financial Services,59187.0,Betriebswirt/in (Hochschule) - Bank und Finanzdienstleistungen,finance,Discuss the concepts and adjust them if necessary.,Die Konzepte besprechen und gegebenenfalls anpassen.,human_led,0,0,1,1,1,1
BN_0564,Business Economist for Banking and Financial Services,59187.0,Betriebswirt/in (Hochschule) - Bank und Finanzdienstleistungen,finance,"Support the implementation process, coordinate tasks, and monitor interim goals.","Den Umsetzungsprozess unterstützen, Aufgaben koordinieren und Zwischenziele kontrollieren.",human_led,0,0,1,1,1,1
BN_0565,Business Economist for Banking and Financial Services,59187.0,Betriebswirt/in (Hochschule) - Bank und Finanzdienstleistungen,finance,Adapt investment and financing ideas to the specific situation of the customers.,Anlage- und Finanzierungsideen auf die spezielle Situation der Kunden anpassen.,human_led,0,1,0,1,1,1
BN_0566,Business Economist for Banking and Financial Services,59187.0,Betriebswirt/in (Hochschule) - Bank und Finanzdienstleistungen,finance,"Take on leadership tasks, for example as a project manager or in the management of a bank department.","Führungsaufgaben übernehmen, zum Beispiel als Projektleiter oder in der Leitung einer Bankabteilung.",human_led,0,0,1,0,0,1
BN_0567,Business Economist in Service Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Recognize the current situation and analyze the existing services.,Die aktuelle Situation erkennen und die bestehenden Dienstleistungen analysieren.,ai_assisted,0,0,0,1,2,1
BN_0568,Business Economist in Service Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,"Check customer satisfaction, for example through surveys and complaints.","Die Zufriedenheit der Kunden überprüfen, zum Beispiel durch Umfragen und Reklamationen.",high_ai_potential,0,0,0,2,2,2
BN_0569,Business Economist in Service Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,"Find new and successful service ideas, for example by observing the competition.","Neue und erfolgreiche Dienstleistungsideen finden, zum Beispiel durch die Beobachtung der Konkurrenz.",ai_assisted,0,0,0,1,1,1
BN_0570,Business Economist in Service Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,"Create business plans and check the profitability of projects, for example by analyzing costs and schedules.","Businesspläne erstellen und die Wirtschaftlichkeit von Projekten prüfen, zum Beispiel Kosten und Zeitpläne analysieren.",high_ai_potential,0,0,0,2,2,2
BN_0571,Business Economist in Service Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Discuss the concepts and adjust them if necessary.,Die Konzepte besprechen und gegebenenfalls anpassen.,human_led,0,0,1,1,1,1
BN_0572,Business Economist in Service Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,"Support the implementation process, coordinate tasks, and monitor interim goals.","Den Umsetzungsprozess unterstützen, Aufgaben koordinieren und Zwischenziele überwachen.",human_led,0,0,1,1,1,1
BN_0573,Business Economist in Service Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Review and adjust the service offerings.,Das Dienstleistungsangebot überprüfen und anpassen.,ai_assisted,0,0,0,1,1,1
BN_0574,Business Economist in Service Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Process and evaluate inquiries and complaints.,Anfragen und Reklamationen bearbeiten und bewerten.,ai_assisted,0,0,0,1,1,1
BN_0575,Business Economist in Service Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,"Review the results, write a final report, and make suggestions for improvement.","Die Ergebnisse überprüfen, einen Abschlussbericht schreiben und Verbesserungsvorschläge machen.",ai_assisted,0,0,0,2,1,2
BN_0576,Business Economist in Service Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Manage a service offering as project manager or service center lead.,"Die Leitung eines Dienstleistungsangebots übernehmen, zum Beispiel als Projektleiter oder Leiter eines Servicecenters.",ai_assisted,0,0,0,0,0,1
BN_0577,Business Economist in Trade,59183.0,Betriebswirt/in (Hochschule),other,Analyze and evaluate trading activities.,Handelsaktivitäten analysieren und bewerten.,ai_assisted,0,0,0,1,2,1
BN_0578,Business Economist in Trade,59183.0,Betriebswirt/in (Hochschule),other,Develop new trading concepts and activities by observing competitors.,Neue Handelskonzepte und Aktivitäten durch Konkurrenzbeobachtung entwickeln.,ai_assisted,0,0,0,2,1,1
BN_0579,Business Economist in Trade,59183.0,Betriebswirt/in (Hochschule),other,Plan the strategic positioning of the company.,Die strategische Positionierung des Unternehmens planen.,ai_assisted,0,0,0,2,1,1
BN_0580,Business Economist in Trade,59183.0,Betriebswirt/in (Hochschule),other,Discuss and adjust concepts.,Konzepte besprechen und anpassen.,human_led,0,0,1,1,1,1
BN_0581,Business Economist in Trade,59183.0,Betriebswirt/in (Hochschule),other,"Review and adjust trading activities, such as optimizing order and delivery processes.","Handelsaktivitäten überprüfen und anpassen, wie Bestell- und Lieferprozesse optimieren.",high_ai_potential,0,0,0,2,2,2
BN_0582,Business Economist in Trade,59183.0,Betriebswirt/in (Hochschule),other,Monitor the cash flow and check the bookings.,Den Zahlungsfluss überwachen und die Buchungen kontrollieren.,high_ai_potential,0,0,0,2,3,2
BN_0583,Business Economist in Trade,59183.0,Betriebswirt/in (Hochschule),other,Conduct success checks and write final reports.,Erfolgskontrollen durchführen und Schlussberichte schreiben.,high_ai_potential,0,0,0,2,2,2
BN_0584,Business Economist (University) - Craft Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Recognize the current situation and analyze company activities.,Die aktuelle Situation erkennen und die Unternehmensaktivitäten analysieren.,ai_assisted,0,0,0,1,2,1
BN_0585,Business Economist (University) - Craft Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Develop new and practical operating concepts through competitor observation.,Neue und praktikable Betriebskonzepte durch Konkurrenzbeobachtung entwickeln.,ai_assisted,0,0,0,2,1,1
BN_0586,Business Economist (University) - Craft Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Plan the strategic positioning of the company.,Die strategische Positionierung des Unternehmens planen.,ai_assisted,0,0,0,2,1,1
BN_0587,Business Economist (University) - Craft Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Create financing plans and set sales planning.,Finanzierungspläne erstellen und die Absatzplanung festlegen.,ai_assisted,0,0,0,2,1,1
BN_0588,Business Economist (University) - Craft Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Discuss concepts and adjust them if necessary.,Konzepte besprechen und gegebenenfalls anpassen.,human_led,0,0,1,1,1,1
BN_0589,Business Economist (University) - Craft Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Support implementation in various areas and coordinate sub-tasks.,Die Umsetzung in den verschiedenen Bereichen begleiten und Teilaufgaben koordinieren.,human_led,0,0,1,1,1,1
BN_0590,Business Economist (University) - Craft Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Optimize warehouse organization and workflows as well as manage goods flows.,Die Lagerorganisation und Arbeitsabläufe optimieren sowie Warenströme steuern.,high_ai_potential,0,0,0,2,2,2
BN_0591,Business Economist (University) - Craft Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Review and adjust business activities.,Die Geschäftsaktivitäten überprüfen und anpassen.,ai_assisted,0,0,0,1,1,1
BN_0592,Business Economist (University) - Craft Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Monitor the cash flow and check the bookings.,Den Zahlungsfluss überwachen und die Buchungen kontrollieren.,high_ai_potential,0,0,0,2,3,2
BN_0593,Business Economist (University) - Craft Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Conduct success checks and write final reports.,Erfolgskontrollen durchführen und Schlussberichte schreiben.,high_ai_potential,0,0,0,2,2,2
BN_0594,Business Economist (University) - Craft Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Support and advise customers.,Kunden betreuen und beraten.,human_led,0,0,1,1,1,1
BN_0595,Business Economist in Hotel Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Recognize the situation and analyze hotel offers.,Die Situation erkennen und Hotelangebote analysieren.,ai_assisted,0,0,0,1,2,1
BN_0596,Business Economist in Hotel Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,"Check guest satisfaction, for example through surveys.","Die Zufriedenheit der Gäste überprüfen, zum Beispiel durch Umfragen.",high_ai_potential,0,0,0,2,2,2
BN_0597,Business Economist in Hotel Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Find new and actionable hotel concepts by observing the competition.,Neue und umsetzbare Hotelkonzepte durch Beobachtung der Konkurrenz finden.,ai_assisted,0,0,0,1,1,1
BN_0598,Business Economist in Hotel Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Examine implementation possibilities and create cost-benefit analyses.,Möglichkeiten zur Umsetzung prüfen und Kosten-Nutzen-Analysen erstellen.,ai_assisted,0,0,0,2,1,1
BN_0599,Business Economist in Hotel Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Discuss concepts and adjust them if necessary.,Konzepte besprechen und gegebenenfalls anpassen.,human_led,0,0,1,1,1,1
BN_0600,Business Economist in Hotel Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,"Support the implementation, coordinate tasks, and train the staff.","Die Umsetzung begleiten, Aufgaben koordinieren und das Personal schulen.",human_led,0,0,1,1,1,1
BN_0601,Business Economist in Hotel Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Regularly review and adjust the hotel offer.,Das Hotelangebot regelmäßig überprüfen und anpassen.,ai_assisted,0,0,0,1,1,1
BN_0602,Business Economist in Hotel Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,"Support the hotel offer, for example in marketing and bookings.","Das Hotelangebot unterstützen, zum Beispiel im Marketing und bei Buchungen.",ai_assisted,0,0,0,1,1,1
BN_0603,Business Economist in Hotel Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Handle and evaluate guest complaints.,Reklamationen von Gästen bearbeiten und bewerten.,human_led,0,1,1,1,1,1
BN_0604,Business Economist in Hotel Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,"Review the results, write a report, and make improvement suggestions.","Die Ergebnisse überprüfen, einen Bericht schreiben und Verbesserungsvorschläge machen.",ai_assisted,0,0,0,2,1,2
BN_0605,Business Economist in Hotel Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,"Take over the management of a hotel offer, for example as a project manager.","Die Leitung eines Hotelangebots übernehmen, zum Beispiel als Projektleiter.",ai_assisted,0,0,0,0,0,1
BN_0606,Business Economist in Hotel Management,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,other,Coordinate commercial tasks and check the quality in hotel areas.,Kaufmännische Aufgaben koordinieren und die Qualität in den Hotelbereichen überprüfen.,human_led,0,0,1,1,2,1
BN_0607,Business Economist for Real Estate,59183.0,Betriebswirt/in (Hochschule),other,Recognize the situation and describe options for selling or using properties.,Die Situation erkennen und Möglichkeiten für den Verkauf oder die Nutzung von Immobilien beschreiben.,ai_assisted,0,0,0,1,1,1
BN_0608,Business Economist for Real Estate,59183.0,Betriebswirt/in (Hochschule),other,Determine the market situation and the wishes of the customers.,Die Marktsituation und die Wünsche der Kunden ermitteln.,ai_assisted,0,0,0,1,1,1
BN_0609,Business Economist for Real Estate,59183.0,Betriebswirt/in (Hochschule),other,Find new and practical marketing ideas by observing the competition.,Neue und praktische Vermarktungsideen durch die Beobachtung der Konkurrenz finden.,ai_assisted,0,0,0,1,1,1
BN_0610,Business Economist for Real Estate,59183.0,Betriebswirt/in (Hochschule),other,Discuss the concepts and adjust them if necessary.,Die Konzepte besprechen und gegebenenfalls anpassen.,human_led,0,0,1,1,1,1
BN_0611,Business Economist for Real Estate,59183.0,Betriebswirt/in (Hochschule),other,"Organize the sale or use of properties, possibly including financing.","Den Verkauf oder die Nutzung von Immobilien organisieren, eventuell auch die Finanzierung.",ai_assisted,0,0,0,2,1,2
BN_0612,Business Economist for Real Estate,59183.0,Betriebswirt/in (Hochschule),other,Create appraisals for properties and review external appraisals.,Gutachten für Immobilien erstellen und externe Gutachten überprüfen.,high_ai_potential,0,0,0,2,2,2
BN_0613,Business Economist for Real Estate,59183.0,Betriebswirt/in (Hochschule),other,"Evaluate the values of buildings for loans, insurance, and rents.","Die Werte von Gebäuden für Kredite, Versicherungen und Mieten bewerten.",high_ai_potential,0,0,0,2,2,2
BN_0614,Business Economist for Real Estate,59183.0,Betriebswirt/in (Hochschule),other,"Buy, sell, lease, or rent properties and land.","Immobilien und Grundstücke kaufen, verkaufen, verpachten oder vermieten.",ai_assisted,0,0,0,1,1,1
BN_0615,Business Economist for Real Estate,59183.0,Betriebswirt/in (Hochschule),other,Check the progress of the use and adjust the plans.,Den Fortschritt der Nutzung überprüfen und die Planungen anpassen.,ai_assisted,0,0,0,1,1,1
BN_0616,Business Economist for Real Estate,59183.0,Betriebswirt/in (Hochschule),other,Handle inquiries and complaints from customers.,Anfragen und Beschwerden von Kunden bearbeiten.,human_led,0,1,1,1,1,1
BN_0617,Business Economist for Real Estate,59183.0,Betriebswirt/in (Hochschule),other,"Review the results, write a final report, and make suggestions for improvement.","Die Ergebnisse überprüfen, einen Abschlussbericht schreiben und Verbesserungsvorschläge machen.",ai_assisted,0,0,0,2,1,2
BN_0618,Business Economist for Real Estate,59183.0,Betriebswirt/in (Hochschule),other,Take on leadership tasks and manage employees.,Führungsaufgaben übernehmen und Mitarbeitende leiten.,human_led,0,0,1,0,0,1
BN_0619,Business Economist for Industry,59183.0,Betriebswirt/in (Hochschule),other,Recognize the current situation and analyze the company's activities.,Die aktuelle Situation erkennen und die Unternehmensaktivitäten analysieren.,ai_assisted,0,0,0,1,2,1
BN_0620,Business Economist for Industry,59183.0,Betriebswirt/in (Hochschule),other,Develop new and actionable ideas for the company by observing the competition.,"Neue und umsetzbare Ideen für das Unternehmen entwickeln, indem man die Konkurrenz beobachtet.",ai_assisted,0,0,0,1,1,1
BN_0621,Business Economist for Industry,59183.0,Betriebswirt/in (Hochschule),other,Set the strategic direction of the company.,Die strategische Ausrichtung des Unternehmens festlegen.,ai_assisted,0,0,0,2,1,1
BN_0622,Business Economist for Industry,59183.0,Betriebswirt/in (Hochschule),other,Create price calculations for production and offers.,Preiskalkulationen für die Produktion und Angebote erstellen.,high_ai_potential,0,0,0,2,2,2
BN_0623,Business Economist for Industry,59183.0,Betriebswirt/in (Hochschule),other,Discuss the concepts and adjust them if necessary.,Die Konzepte besprechen und bei Bedarf anpassen.,human_led,0,0,1,1,1,1
BN_0624,Business Economist for Industry,59183.0,Betriebswirt/in (Hochschule),other,Check the production results and keep the production goals in mind.,Die Ergebnisse der Produktion überprüfen und die Produktionsziele im Blick behalten.,high_ai_potential,0,0,0,2,2,2
BN_0625,Business Economist for Industry,59183.0,Betriebswirt/in (Hochschule),other,Regularly review industrial activities and adjust to current conditions.,Die industriellen Aktivitäten regelmäßig überprüfen und an aktuelle Gegebenheiten anpassen.,ai_assisted,0,0,0,1,1,1
BN_0626,Business Economist for Industry,59183.0,Betriebswirt/in (Hochschule),other,"Control the results, write a final report, and make suggestions for improvement.","Die Ergebnisse kontrollieren, einen Abschlussbericht schreiben und Verbesserungsvorschläge machen.",ai_assisted,0,0,0,2,1,2
BN_0627,Business Economist for International Economics,59203.0,Betriebswirt/in (Hochschule) - Internationale Wirtschaft,other,Recognize the situation and analyze international business activities.,Die Situation erkennen und internationale Wirtschaftsaktivitäten analysieren.,ai_assisted,0,0,0,1,2,1
BN_0628,Business Economist for International Economics,59203.0,Betriebswirt/in (Hochschule) - Internationale Wirtschaft,other,Create international studies and plans for companies or authorities.,Internationale Studien und Pläne für Unternehmen oder Behörden erstellen.,ai_assisted,0,0,0,2,1,1
BN_0629,Business Economist for International Economics,59203.0,Betriebswirt/in (Hochschule) - Internationale Wirtschaft,other,Plan the strategic direction of a company.,Die strategische Ausrichtung eines Unternehmens planen.,ai_assisted,0,0,0,2,1,1
BN_0630,Business Economist for International Economics,59203.0,Betriebswirt/in (Hochschule) - Internationale Wirtschaft,other,Develop financing plans and sales strategies.,Finanzierungspläne und Verkaufsstrategien entwickeln.,ai_assisted,0,0,0,2,1,1
BN_0631,Business Economist for International Economics,59203.0,Betriebswirt/in (Hochschule) - Internationale Wirtschaft,other,Discuss and adjust concepts.,Konzepte besprechen und anpassen.,human_led,0,0,1,1,1,1
BN_0632,Business Economist for International Economics,59203.0,Betriebswirt/in (Hochschule) - Internationale Wirtschaft,other,Improve warehouse organization and manage the flow of goods.,Die Lagerorganisation verbessern und die Warenströme steuern.,human_led,1,0,0,1,1,1
BN_0633,Business Economist for International Economics,59203.0,Betriebswirt/in (Hochschule) - Internationale Wirtschaft,other,Regularly review and adjust activities abroad.,Die Aktivitäten im Ausland regelmäßig überprüfen und anpassen.,ai_assisted,0,0,0,1,1,1
BN_0634,Business Economist for International Economics,59203.0,Betriebswirt/in (Hochschule) - Internationale Wirtschaft,other,Control the results and write a final report.,Die Ergebnisse kontrollieren und einen Abschlussbericht schreiben.,high_ai_potential,0,0,0,2,2,2
BN_0635,Business Economist for International Economics,59203.0,Betriebswirt/in (Hochschule) - Internationale Wirtschaft,other,Support major clients and handle international correspondence.,Großkunden betreuen und internationale Schreiben bearbeiten.,human_led,0,0,1,1,1,1
BN_0636,Business Economist for Marketing,59209.0,Betriebswirt/in (Hochschule) - Marketing,marketing,Recognize the current situation and analyze marketing and sales activities.,Die aktuelle Situation erkennen und Marketing- sowie Vertriebsaktivitäten analysieren.,ai_assisted,0,0,0,1,2,1
BN_0637,Business Economist for Marketing,59209.0,Betriebswirt/in (Hochschule) - Marketing,marketing,"Develop new and actionable marketing and sales ideas, for example through competitor analysis.","Neue und umsetzbare Marketing- und Vertriebsideen entwickeln, zum Beispiel durch Konkurrenzanalyse.",ai_assisted,0,0,0,2,1,1
BN_0638,Business Economist for Marketing,59209.0,Betriebswirt/in (Hochschule) - Marketing,marketing,Determine the unique selling advantage of a product or service.,Den einzigartigen Verkaufsvorteil eines Produkts oder einer Dienstleistung festlegen.,ai_assisted,0,0,0,1,1,1
BN_0639,Business Economist for Marketing,59209.0,Betriebswirt/in (Hochschule) - Marketing,marketing,Plan sales strategies.,Vertriebsstrategien planen.,ai_assisted,0,0,0,2,1,2
BN_0640,Business Economist for Marketing,59209.0,Betriebswirt/in (Hochschule) - Marketing,marketing,"Check the profitability of projects, for example by estimating timelines and budgets.","Die Wirtschaftlichkeit von Projekten prüfen, zum Beispiel Zeitpläne und Budgets einschätzen.",high_ai_potential,0,0,0,2,2,2
BN_0641,Business Economist for Marketing,59209.0,Betriebswirt/in (Hochschule) - Marketing,marketing,Create sales plans and promotions.,Verkaufspläne und Werbeaktionen erstellen.,ai_assisted,0,0,0,2,1,1
BN_0642,Business Economist for Marketing,59209.0,Betriebswirt/in (Hochschule) - Marketing,marketing,Discuss concepts and adjust them if necessary.,Konzepte besprechen und gegebenenfalls anpassen.,human_led,0,0,1,1,1,1
BN_0643,Business Economist for Marketing,59209.0,Betriebswirt/in (Hochschule) - Marketing,marketing,"Support implementation in various areas, coordinate tasks, and monitor interim goals.","Die Umsetzung in verschiedenen Bereichen unterstützen, Aufgaben koordinieren und Zwischenziele überwachen.",human_led,0,0,1,1,1,1
BN_0644,Business Economist for Marketing,59209.0,Betriebswirt/in (Hochschule) - Marketing,marketing,Negotiate with agencies and collaborate with marketing service providers.,Mit Agenturen verhandeln und mit Marketingdienstleistern zusammenarbeiten.,human_led,0,1,1,1,1,1
BN_0645,Business Economist for Marketing,59209.0,Betriebswirt/in (Hochschule) - Marketing,marketing,Regularly review and adjust marketing and sales activities.,Marketing- und Vertriebsaktivitäten regelmäßig überprüfen und anpassen.,ai_assisted,0,0,0,1,1,1
BN_0646,Business Economist for Marketing,59209.0,Betriebswirt/in (Hochschule) - Marketing,marketing,Organize collaboration between departments.,Die Zusammenarbeit zwischen den Abteilungen organisieren.,ai_assisted,0,0,0,1,1,1
BN_0647,Business Economist for Marketing,59209.0,Betriebswirt/in (Hochschule) - Marketing,marketing,Take on leadership tasks in marketing or sales and provide advice.,Führungsaufgaben im Marketing oder Vertrieb übernehmen und beraten.,human_led,0,0,1,0,0,1
BN_0648,Business Economist for Marketing,59209.0,Betriebswirt/in (Hochschule) - Marketing,marketing,Take on tasks in management and corporate planning.,Aufgaben in der Geschäftsleitung und Unternehmensplanung übernehmen.,ai_assisted,0,0,0,0,0,1
BN_0649,Business Economist - Accounting and Controlling,59215.0,Betriebswirt/in (Hochschule) - Rechnungswesen und Controlling,finance,Establish and improve internal accounting.,Das interne Rechnungswesen aufbauen und verbessern.,ai_assisted,0,0,0,2,1,2
BN_0650,Business Economist - Accounting and Controlling,59215.0,Betriebswirt/in (Hochschule) - Rechnungswesen und Controlling,finance,Create guidelines for accounting.,Richtlinien für das Rechnungswesen erstellen.,ai_assisted,0,0,0,2,1,2
BN_0651,Business Economist - Accounting and Controlling,59215.0,Betriebswirt/in (Hochschule) - Rechnungswesen und Controlling,finance,Build and optimize management information systems.,Managementinformationssysteme aufbauen und optimieren.,ai_assisted,0,0,0,2,1,1
BN_0652,Business Economist - Accounting and Controlling,59215.0,Betriebswirt/in (Hochschule) - Rechnungswesen und Controlling,finance,Analyze differences between planning data and accounting values.,Abweichungen zwischen Planungsdaten und Buchhaltungswerten analysieren.,ai_assisted,0,0,0,1,2,1
BN_0653,Business Economist - Accounting and Controlling,59215.0,Betriebswirt/in (Hochschule) - Rechnungswesen und Controlling,finance,Support long-term business planning through strategic controlling.,Langfristige Unternehmensplanung durch strategisches Controlling unterstützen.,ai_assisted,0,0,0,1,1,1
BN_0654,Business Economist - Accounting and Controlling,59215.0,Betriebswirt/in (Hochschule) - Rechnungswesen und Controlling,finance,Create key figures to evaluate business data.,Kennzahlen zur Bewertung von Unternehmensdaten erstellen.,high_ai_potential,0,0,0,2,2,2
BN_0655,Business Economist - Accounting and Controlling,59215.0,Betriebswirt/in (Hochschule) - Rechnungswesen und Controlling,finance,Conduct analyses and implement improvement suggestions.,Analysen durchführen und Verbesserungsvorschläge umsetzen.,ai_assisted,0,0,0,1,1,1
BN_0656,Business Economist - Accounting and Controlling,59215.0,Betriebswirt/in (Hochschule) - Rechnungswesen und Controlling,finance,Set goals for business planning based on market analyses.,Ziele für die Unternehmensplanung basierend auf Marktanalysen festlegen.,ai_assisted,0,0,0,2,1,1
BN_0657,Business Economist - Accounting and Controlling,59215.0,Betriebswirt/in (Hochschule) - Rechnungswesen und Controlling,finance,investigate fraud cases in the company.,Betrugsfälle im Unternehmen untersuchen.,ai_assisted,0,0,0,1,1,1
BN_0658,Business Economist - Accounting and Controlling,59215.0,Betriebswirt/in (Hochschule) - Rechnungswesen und Controlling,finance,Take on management tasks in accounting or controlling.,Leitungsaufgaben im Rechnungswesen oder Controlling übernehmen.,ai_assisted,0,0,0,0,0,1
BN_0659,Business Economist for Social Insurance,59217.0,Betriebswirt/in (Hochschule) - Sozialversicherung,finance,"Analyze and evaluate the social benefits in pension, health, accident, unemployment, and long-term care insurance.","Analysiere und bewerte die Sozialleistungen in der Renten-, Kranken-, Unfall-, Arbeitslosen- und Pflegeversicherung.",ai_assisted,0,0,0,1,2,1
BN_0660,Business Economist for Social Insurance,59217.0,Betriebswirt/in (Hochschule) - Sozialversicherung,finance,Work out changes to social insurance concepts in the main reports.,Arbeite Änderungen von Sozialversicherungskonzepten in den Grundsatzreferaten aus.,ai_assisted,0,0,0,1,1,1
BN_0661,Business Economist for Social Insurance,59217.0,Betriebswirt/in (Hochschule) - Sozialversicherung,finance,Discuss concepts and adjust them if necessary.,Sprich Konzepte ab und passe sie gegebenenfalls an.,human_led,0,0,1,1,1,1
BN_0662,Business Economist for Social Insurance,59217.0,Betriebswirt/in (Hochschule) - Sozialversicherung,finance,Support the implementation process in the functional areas and coordinate sub-tasks.,Begleite den Umsetzungsprozess in den Funktionsbereichen und koordiniere Teilaufgaben.,human_led,0,0,1,1,1,1
BN_0663,Business Economist for Social Insurance,59217.0,Betriebswirt/in (Hochschule) - Sozialversicherung,finance,Advise and inform policyholders.,Berate und informiere Versicherungsnehmerinnen und Versicherungsnehmer.,human_led,0,0,1,1,1,1
BN_0664,Business Economist - Taxes and Audit,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,finance,Advise management on tax regulations.,Die Geschäftsleitung zu steuerlichen Vorschriften beraten.,human_led,0,1,1,1,1,1
BN_0665,Business Economist - Taxes and Audit,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,finance,Create and analyze tax balances.,Steuerbilanzen erstellen und analysieren.,sensitive,0,0,0,2,2,2
BN_0666,Business Economist - Taxes and Audit,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,finance,Check tax assessments and file appeals if necessary.,Steuerbescheide prüfen und gegebenenfalls Rechtsmittel einlegen.,sensitive,0,0,0,2,2,2
BN_0667,Business Economist - Taxes and Audit,100730.0,Betriebswirt/in (Hochschule) - Handwerksmanagement,finance,Monitor deadlines for tax payments and instruct payments.,Fristen für Steuerzahlungen überwachen und Zahlungen anweisen.,human_led,0,0,1,2,3,2
